joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel
-0.00012838139,0.00021336992,-5.5866476e-05,2.4384155,0.78531635,-1.5898767,-0.080575824,0.09757711,-0.22201753,-0.00034914183,0.0064137545,0.0015674948,-0.005439006,0.29651904,0.09962024,-0.07335525,-0.12491999,-0.12942193
0.0001594077,-1.985762e-05,-9.699979e-05,2.4034088,0.76755464,-1.5521241,-0.114933014,0.06626192,-0.20576993,-0.00046942104,-0.0046604443,-4.312907e-05,0.058474667,-0.4036085,0.2508219,-0.14193717,-0.027704269,0.010994904
-4.3390755e-06,4.6341615e-05,-4.5384695e-05,2.399078,0.7390566,-1.5339723,-0.05403941,0.036337573,-0.19253716,0.00027436716,-0.0020157262,0.00042685115,-0.14204863,0.18310258,-0.3275436,-0.17667751,-0.17551798,-0.041156646
-3.543926e-05,6.815153e-05,-5.1822535e-05,2.412571,0.7368122,-1.5246365,-0.07773499,0.020547599,-0.20721608,-0.00011944387,0.005205387,0.0013581392,-0.107418545,0.22663759,-0.17247823,-0.14192815,-0.082420886,0.21462978
5.2917992e-05,0.00017881137,-3.0792304e-05,2.4127908,0.75895894,-1.5169559,-0.08345782,0.043413572,-0.20253754,-0.0003235238,0.00043429644,0.0001657976,-0.1457929,0.055607352,0.03655068,-0.2531011,0.045654714,-0.079517186
-3.5711313e-05,0.00019976267,-0.0001429416,2.4460502,0.7610807,-1.5000072,-0.12931067,0.03268148,-0.20869939,0.00011863834,-0.0028067187,-0.0006224391,0.38456714,0.071505316,0.019609783,-0.103588864,0.20515503,0.14643936
-0.00013081079,0.00013754719,2.8468485e-05,2.4645677,0.80534625,-1.467883,-0.13646203,-0.020846818,-0.20621604,9.577583e-05,0.0019574983,0.0011811171,-0.22665027,0.21307108,0.39039218,0.15005457,-0.16557392,-0.07805849
-0.00010794409,5.805783e-05,-5.9567283e-06,2.4601564,0.79838324,-1.4407554,-0.10360348,-0.017593473,-0.23060966,0.00016114023,0.0051789377,-0.00017721782,-0.09432178,0.12407841,0.41455567,-0.1562885,0.1485004,0.04583808
3.6113892e-05,2.0651743e-05,6.949027e-06,2.4809804,0.7988833,-1.3950325,-0.03598103,-0.0075686034,-0.22424918,0.0014641071,-0.002039576,-0.0003639427,-0.06923921,-0.014724605,-0.06528178,-0.06502393,-0.02992338,-0.14470121
0.00010384184,-4.114281e-05,4.5330826e-06,2.4576511,0.8083508,-1.4353628,-0.024224764,-0.035451412,-0.22477657,-0.0006605447,0.0016983313,0.0008436535,-0.18890089,-0.09663364,-0.07995571,0.03966184,0.057537753,0.052063115
0.00018752861,3.6140125e-05,6.423368e-06,2.4755902,0.8065567,-1.3816481,-0.04937572,-0.037319947,-0.24194701,-0.0007414664,-0.0027298764,-0.00027052325,-0.14099844,-0.06486687,-0.27818856,0.07585159,-0.40189025,-0.13318059
-1.5933965e-06,-5.616437e-05,-5.8933883e-06,2.428851,0.8754601,-1.3384545,-0.008636462,-0.046092134,-0.27951843,0.00083465665,-0.0015058432,-0.00059851306,-0.2203485,0.14920826,-0.0064518116,-0.010976583,-0.08232069,0.013898101
1.588354e-05,8.999982e-05,-4.5725003e-05,2.4380887,0.94036674,-1.3586814,-0.028705627,-0.029483426,-0.26084608,0.00048100846,-0.001491422,-0.00014634154,-0.020266227,0.19782485,-0.18910842,0.004143454,0.22760752,0.005837284
-7.616947e-05,0.00025911984,5.8345628e-05,2.4553525,0.9466585,-1.3381183,0.03918165,-0.00664899,-0.24486682,0.0008371316,0.0016992743,0.00086668786,-0.18351644,0.17439964,0.28281853,-0.27874503,0.2487009,0.07136823
8.856174e-05,7.907044e-05,-5.837895e-05,2.482265,0.947033,-1.2930716,0.027421689,-0.05985748,-0.17454115,-0.0009119875,-0.00050796545,0.00064807234,0.037535477,-0.030281633,-0.26724547,0.41463584,-0.57992065,0.6167358
0.0001395264,0.00020906856,-1.586486e-05,2.512412,1.0246072,-1.2493482,0.09210628,-0.10592181,-0.17217062,0.00045795215,-0.0037417691,-0.0007843307,-0.008042768,0.06807153,-0.20831856,0.31906426,-0.27578995,-0.023081008
0.00021546663,-5.9419133e-05,-6.885336e-05,2.5199697,1.0985644,-1.2184224,0.17380068,-0.14008051,-0.17255703,0.00041770464,-0.0026233934,-0.00037006737,0.07485369,-0.20474252,0.061975002,0.7896498,-0.41774464,0.23680559
0.0003510266,-0.00013356884,-6.724347e-05,2.5336394,1.1753973,-1.1698747,0.20023307,-0.24408196,-0.1256221,0.001977693,-0.0069415723,-0.0012934133,-0.07096939,-0.3323734,-0.29399318,0.13381764,-0.3495552,-0.018493615
5.6196706e-05,-0.000547242,-2.1146858e-05,2.5428967,1.2072623,-1.1518781,0.36224365,-0.31254894,-0.09103124,0.00068401126,-0.0021241733,-0.00082964986,-0.1391901,0.069713086,-0.1343351,0.23684272,-0.044161618,0.16763818
